Id,Prediction
305,4772796.8248
306,3741322.04646
307,4391193.02173
308,3421700.23747
309,4149018.64729
310,4287285.10849
311,4100631.59546
312,3809929.45312
313,4096153.37586
314,3832920.69052
315,4286946.30062
316,3651573.88117
317,4742493.81311
318,4690495.12177
319,4941584.61149
320,5480832.3242
321,3654632.47604
322,4215351.40396
323,5034682.00816
324,3456287.57861
325,4354394.9683
326,5071276.12095
327,4818147.78603
328,4151775.43456
329,7191178.4401
330,4363623.90539
331,5007085.65395
332,4187786.80573
333,5506568.05441
334,5195065.91922
335,4477818.60874
336,3058190.90141
337,3793111.63856
338,4294881.77527
339,4195740.84747
340,4303404.3063
341,3877352.50863
342,4296458.37
343,4346425.79117
344,4088921.43599
345,3920596.36494
346,4085699.19297
347,5260226.92311
348,3732575.34523
349,3638203.66619
350,3888332.36095
351,4530183.20152
352,4924379.93518
353,5052472.09017
354,4050298.21801
355,5270744.21776
356,4465896.66443
357,4487841.13387
358,4181022.51329
359,4711098.58937
360,3833026.61104
361,3802219.96054
362,4079113.11906
363,4477073.38834
364,5085819.42621
365,4906667.29894
366,3010904.55578
367,3931316.89851
368,3824719.00674
369,5359031.01277
370,3841119.33513
371,4256069.40178
372,4319444.34175
373,6638774.93428
374,3914155.90255
375,4401989.04735
376,3523046.00894
377,3815472.41903
378,5972455.24847
379,4142248.81647
380,4651734.41792
381,3463217.68893
382,4196687.76444
383,4127892.51326
384,4114091.5258
385,5475060.81804
386,4492709.7981
387,5208137.42417
388,4697864.77552
389,4133839.02915
390,4516509.44948
391,4039038.00762
392,3807171.50317
393,3967068.81417
394,6526240.5582
395,3996062.59104
396,5572366.93523
397,4620224.80835
398,4559670.22524
399,5060757.62559
400,3418937.55054
401,3569543.65855
402,4381012.26173
403,4031131.83133
404,3588569.82894
405,4277572.18027
406,4242986.72616
407,5469078.69542
408,2837723.1088
409,3636698.66339
410,3450263.59122
411,4149202.26825
412,4383817.02127
413,4340858.78266
414,4325317.32904
415,4482529.55267
416,6349022.36767
417,3246858.42494
418,4009558.35337
419,4207215.07878
420,3875002.65445
421,5654939.01606
422,4795593.33201
423,4025224.0662
424,4545718.64132
425,4521680.56389
426,4240662.34785
427,3489011.87756
428,4597208.00224
429,3239906.06387
430,3877388.59046
431,3378763.84836
432,3140511.7613
433,5778889.7618
434,3860256.31697
435,4287854.37472
436,3927729.33256
437,3428403.31767
438,4025270.47299
439,5262967.15684
440,4739579.35427
441,3910652.17202
442,4036443.10606
443,4189841.95949
444,3814930.72123
445,5123472.40563
446,7887093.41139
447,3510590.60044
448,5585499.41292
449,6062942.88721
450,6165479.8354
451,4050869.99835
452,4090933.4076
453,4516856.13599
454,5270094.03195
455,3285807.07802
456,4295336.62308
457,3915862.36571
458,3983024.40029
459,3164104.78892
460,4254466.03385
461,4480414.0618
462,5120492.38621
463,3558073.27415
464,4519881.62515
465,3927436.19003
466,4402415.11768
467,3605656.42105
468,3767298.78477
469,4484726.25642
470,4282648.5358
471,4474226.23819
472,3406033.62743
473,4435863.70554
474,4644241.72402
475,4362903.57217
476,3970991.04275
477,3783218.95878
478,4164628.56448
479,4494190.18315
480,4236124.02665
481,6031861.94156
482,3478749.48642
483,4002982.10158
484,5630924.20162
485,4471805.7026
486,4125115.78433
487,5273134.49849
488,4110105.84599
489,3867225.07337
490,4230111.44351
491,3346459.76036
492,4436792.35936
493,5209504.21107
494,4207774.77346
495,3438773.62772
496,4806003.61287
497,4657295.21218
498,4010100.22738
499,4430251.73043
500,5084913.70715
501,3543507.52808
502,3822072.29534
503,6454171.55538
504,4432998.14889
505,4138429.11481
506,4388630.58149
507,4230879.44181
508,3992509.85425
509,4129544.64702
510,4654459.94855
511,5071697.50294
512,3091663.50878
513,5650215.10847
514,3779587.81302
515,3345045.6391
516,3463437.35826
517,3942376.3695
518,4321682.52758
519,3961060.94464
520,4509034.72419
521,4673319.13853
522,6914338.39629
523,4031922.05081
524,3990418.18387
525,4276410.53946
526,4290121.51742
527,4204047.90252
528,4735952.04522
529,4587659.27363
530,3948155.93691
531,4498839.32721
532,4492850.05298
533,4024795.34214
534,4047654.9557
535,4329321.06511
536,3778506.48016
537,4512991.11301
538,3598303.64286
539,4111998.57694
540,4914286.47223
541,4108880.82514
542,3754884.82326
543,3548418.30414
544,4728969.06263
545,3844210.69111
546,3531649.72576
547,4547660.85034
548,4812504.34552
549,4206023.06658
550,4013872.30626
551,3288724.1677
552,4774327.83977
553,4400378.85488
554,4691304.52679
555,4097802.59474
556,3198167.39682
557,4206720.74433
558,4138501.89731
559,4783083.21676
560,4419141.16656
561,5359533.06913
562,3645867.20341
563,4075004.57271
564,3713434.0426
565,4396103.69677
566,3658080.69221
567,3897642.22172
568,4358991.51907
569,4191074.22929
570,5203470.63165
571,5907758.65277
572,4145060.84963
573,3420253.34528
574,4107434.88899
575,3168376.06779
576,7531142.92629
577,3405963.95024
578,3345887.76465
579,4275119.3739
580,3724226.01558
581,3932202.12829
582,4795443.67792
583,4208766.39954
584,4267738.37372
585,4040650.66811
586,3522693.1956
587,4214317.16058
588,4672682.54092
589,3777210.12127
590,3866425.25897
591,3810531.43715
592,4082946.09386
593,3851653.74653
594,3931103.79625
595,3416779.96388
596,4345848.3614
597,3838488.57476
598,4205168.22665
599,5877951.30576
600,4503080.84598
601,4796441.83315
602,4478906.42566
603,3728886.31199
604,3846893.19297
605,3270418.74635
606,3150963.15629
607,4141974.28202
608,3724568.34082
609,4503714.61488
610,5136031.32948
611,3520883.58342
612,4705579.81063
613,5030207.68584
614,4416606.94342
615,4002938.40322
616,5082277.8422
617,4625042.42146
618,5535321.76774
619,4239520.59743
620,4070049.99086
621,5665040.06408
622,4240165.4611
623,4321322.38285
624,4062334.20219
625,3759751.79045
626,4359736.04115
627,4828951.57636
628,3772443.71754
629,4672995.30558
630,5080862.4541
631,4347749.21232
632,4241185.0933
633,5575389.00871
634,3246229.3744
635,3814108.61372
636,4226656.43319
637,3870225.50993
638,4025920.24605
639,3942343.48501
640,4329275.18248
641,3988640.01491
642,3953981.56798
643,3713090.97505
644,4182880.10336
645,3365604.83758
646,4768932.06186
647,4075844.90977
648,3629777.68194
649,3918096.46002
650,3520106.05897
651,3369652.93995
652,4642730.55523
653,3992958.82196
654,4251610.24556
655,5353594.33984
656,4155029.82981
657,4269312.07559
658,4686049.02866
659,4051751.51658
660,5384423.68239
661,5682957.77132
662,4346740.78566
663,3670570.1431
664,4041704.47534
665,3657466.42927
666,6061037.62826
667,3945670.98076
668,4088622.98306
669,3839114.53721
670,5080334.81347
671,4872606.21467
672,4147011.48953
673,3944479.58861
674,4394521.10138
675,4024554.0213
676,5119371.27617
677,4084274.88034
678,4146618.72465
679,4640851.50486
680,3670724.08967
681,4836118.61118
682,4593474.39614
683,4637545.43769
684,4139797.23357
685,4877185.08361
686,3341452.94537
687,2968359.6397
688,4608158.29033
689,3642716.10877
690,3724823.5744
691,3624827.10035
692,4351419.42355
693,3975487.95458
694,3485100.21161
695,3414691.91202
696,4566163.13737
697,4242138.47047
698,4444172.21039
699,3423571.23873
700,4618228.98146
701,3916270.16368
702,4325072.60658
703,4314779.26219
704,4120336.05838
705,4206742.68816
706,4639485.94242
707,5682560.85228
708,4573657.82376
709,4095599.72955
710,4236418.48831
711,5750571.19365
712,4110675.07338
713,4052683.41164
714,4155367.95464
715,3782882.11898
716,3578387.96321
717,4266683.32153
718,4392471.81591
719,4803235.21499
720,5059711.71022
721,5692746.88376
722,4243213.34556
723,3348377.46312
724,4397320.97564
725,4674552.39282
726,3762418.63605
727,4018806.22765
728,4255124.4251
729,4052947.01879
730,4625443.72729
731,4268459.72097
732,3243483.71325
733,7311039.2302
734,4581236.50214
735,4260728.91946
736,4413103.97584
737,4820309.19777
738,4287980.46023
739,3445661.50554
740,4320194.42546
741,4187336.95991
742,4461850.05825
743,5016578.24554
744,4416291.73187
745,4644788.6079
746,3947384.40249
747,4846972.44291
748,4778317.25625
749,4374628.58296
750,7632973.91987
751,3897182.72342
752,3847012.27491
753,3333263.58742
754,3865376.22982
755,2963505.65933
756,4642280.89164
757,4174547.1956
758,3956846.5715
759,4838395.53509
760,4302643.78601
761,3620157.3891
762,3966029.47141
763,3013066.78481
764,4125202.24042
765,5318733.46485
766,4554505.62461
767,4270687.92661
768,3913668.71966
769,4778329.03594
770,4136767.60471
771,4635831.98424
772,4213229.31899
773,4154596.70528
774,4130885.493
775,3995785.35274
776,3602091.56313
777,4637657.83914
778,4070527.67244
779,3690788.55604
780,3851374.44952
781,4626061.0267
782,4618535.10536
783,4262234.91425
784,3164773.56617
785,4070268.30893
786,4845340.40693
787,4102207.4405
788,4639075.12411
789,4615946.74343
790,3577535.71229
791,4468787.9255
792,3676411.119
793,2988560.97279
794,3497304.21004
795,4625244.25662
796,3958800.60366
797,3687838.00635
798,3985698.6599
799,4224552.8901
800,4640001.76415
801,5301000.6543
802,4437270.57033
803,4016184.24112
804,3981588.16835
805,3597425.07086
806,4326869.62275
807,4555335.84213
808,4349855.18255
809,3305185.35633
810,4275101.81064
811,4267909.81076
812,4206564.91239
813,3953386.41064
814,3442659.41119
815,4712475.80131
816,3729045.90583
817,4149354.50543
818,4372737.56004
819,3718588.50981
820,4276647.19997
821,4056871.032
822,4462305.88276
823,4657983.97105
824,3763900.61525
825,4354090.14547
826,4456179.62576
827,3382875.6907
828,4717249.65647
829,4035662.16327
830,4270997.59502
831,6676374.39065
832,4141993.51905
833,4741183.34556
834,4923392.34455
835,3895800.44366
836,3080462.46202
837,3893408.28778
838,3930795.10307
839,2974519.92611
840,3669188.31674
841,3561986.84642
842,5224856.78298
843,4512247.40752
844,4207660.6856
845,3895805.18007
846,4463981.34899
847,4698884.76143
848,3702351.30402
849,4250772.12846
850,4064585.89878
851,4772836.17134
852,6043810.14931
853,4170790.86386
854,4256548.9621
855,3699845.9637
856,3464897.81117
857,4448961.43595
858,3215846.40555
859,3826867.54841
860,3773796.90665
861,4846270.41549
862,3883792.64557
863,4217909.72497
864,5830199.67953
865,5246136.54187
866,3572896.30364
867,4119412.5481
868,4542174.98815
869,4211705.30382
870,3431492.30646
871,4386098.94127
872,3796352.6069
873,5609734.94504
874,4369460.70215
875,4322844.4289
876,3425838.5043
877,5013032.54346
878,3393366.6056
879,4271165.89397
880,3347158.12701
881,3953246.25027
882,4706050.99776
883,4139370.14688
884,4447330.40929
885,5217850.06193
886,3600538.42255
887,5083607.71456
888,4146827.39617
889,3603692.94315
890,5032506.11728
891,3664234.32886
892,4259981.38141
893,4402885.01165
894,4505294.84997
895,4006674.87487
896,4560834.06476
897,3842009.85305
898,3976427.46593
899,5618589.14184
900,3881386.52196
901,6156332.08654
902,4336903.07977
903,3945371.08323
904,3205713.37526
905,3797972.14232
906,3853620.09321
907,4063607.21041
908,4341463.71788
909,4172493.8721
910,4197808.10238
911,4873115.70627
912,4820384.90508
913,4818616.03396
914,3587532.67484
915,4754907.70406
916,3156339.91969
917,4521020.43152
918,4204336.74085
919,3991522.24541
920,4190350.29402
921,3836801.23582
922,4179425.00086
923,4041179.97649
924,4529919.52092
925,4685958.73438
926,5611107.36798
927,4438521.53701
928,4366158.08397
929,4111693.23793
930,4504844.148
931,4009541.45043
932,4298575.63893
933,4836259.43768
934,3794723.08097
935,4131259.5368
936,3970484.48098
937,4739138.82874
938,3791717.51093
939,4665630.91533
940,4462307.1147
941,4325774.87866
942,4176862.72439
943,4460155.21901
944,6051132.11319
945,3328428.50046
946,4817346.608
947,4305918.86452
948,4332687.98346
949,3605002.64189
950,4278717.96504
951,3845369.77125
952,4103894.54802
953,3865958.03543
954,4872278.9498
955,4235018.8213
956,3748821.81825
957,5372940.93943
958,4993162.88453
959,3979284.93579
960,4121137.54521
961,4882710.63353
962,4504984.73502
963,4437544.2084
964,5945602.73651
965,3713728.33671
966,4795486.18132
967,5807606.71067
968,4013963.55134
969,3529313.8884
970,3570420.41823
971,3197995.51643
972,3474316.77835
973,3494874.93761
974,3527045.11807
975,3617031.68411
976,3751673.90986
977,4413083.53981
978,4698767.23369
979,6221759.77578
980,5025480.04559
981,3762545.8883
982,4335923.39259
983,5025674.26496
984,5910455.67875
985,3731561.04268
986,3886682.33222
987,4472157.79648
988,4517572.75996
989,3885487.47671
990,5665048.80871
991,3376010.24345
992,3832689.94718
993,4845874.51138
994,4675803.53169
995,3662371.30778
996,3852687.71774
997,5352193.11463
998,4333290.4024
999,4844899.38793
1000,4303451.74979
1001,4327759.45031
1002,3772120.61214
1003,4404215.44369
1004,4932472.1272
1005,4367111.83369
1006,5793736.65975
1007,3504303.40854
1008,4042359.431
1009,4836517.39608
1010,4479583.0392
1011,5021805.3967
1012,4252350.02225
1013,4330136.21712
1014,3935601.57353
1015,4305923.58976
1016,4577364.37472
1017,3777414.58685
1018,4027393.29663
1019,3853433.54301
1020,4792941.72429
1021,4595519.51258
1022,4302910.13975
1023,3959477.2999
1024,4630096.15911
1025,3981775.53553
1026,4086079.60671
1027,3818347.29184
1028,4769619.99508
1029,3777690.81311
1030,4507847.89889
1031,3807640.20023
1032,4107431.46996
1033,5018088.40495
1034,4508995.12797
1035,3888240.84683
1036,4347292.31138
1037,4257943.7336
1038,4174630.99816
1039,3955614.67037
1040,3843358.67505
1041,4547991.20101
1042,3802805.40231
1043,3320874.99405
1044,4069451.28453
1045,4562488.40098
1046,4084874.67679
1047,4937953.63208
1048,3737102.55922
1049,4052953.80975
1050,4581183.47957
1051,4229832.15963
1052,3811860.43897
1053,3399337.12558
1054,4757497.895
1055,3256209.7574
1056,5695896.69197
1057,4757192.2869
1058,3548958.44264
1059,5136399.45622
1060,4520736.63479
1061,4360706.49112
1062,4474396.10599
1063,4771601.8622
1064,4491141.58971
1065,4625891.16034
1066,5690537.54739
1067,4390551.55011
1068,4261279.23187
1069,3557054.95179
1070,3637878.3219
1071,4185412.13092
1072,4911062.52035
1073,4610580.98843
1074,4681967.59423
1075,4020703.53379
1076,4164686.05511
1077,4009763.99197
1078,3571633.02352
1079,5361123.09982
1080,3303722.60189
1081,4078439.90813
1082,4154026.98955
1083,4196268.63925
1084,3289444.06037
1085,2990884.63805
1086,4826436.14782
1087,4007719.40165
1088,4417332.53639
1089,3549839.98838
1090,4602830.80787
1091,4246749.35403
1092,4335325.5202
1093,4250038.48656
1094,4210410.39614
1095,3917688.51549
1096,3696204.26837
1097,3325121.5951
1098,4319550.72965
1099,3703768.81778
1100,3987416.06322
1101,4270069.62146
1102,3740097.31063
1103,3868175.02525
1104,5006745.2442
1105,4120791.89945
1106,3074547.02789
1107,5044817.27431
1108,6041485.96759
1109,4170202.44359
1110,4272856.86223
1111,4110741.18875
1112,4350455.81226
1113,3962549.96603
1114,3920784.72679
1115,4109572.95102
1116,4635620.36424
1117,4877323.84631
1118,4831455.48132
1119,4108991.0209
1120,3597926.3116
1121,3210285.64625
1122,4375278.81696
1123,4690508.12952
1124,3752398.1746
1125,4795869.30779
1126,4419011.50275
1127,3949509.85593
1128,3779460.28648
1129,4186640.24372
1130,4133910.89012
1131,5265615.82174
1132,3578484.87909
1133,4200706.14314
1134,3719268.65275
1135,3220369.30088
1136,5006148.09428
1137,3514227.24001
1138,4067765.25275
1139,4820867.14406
1140,4074471.22124
1141,4221624.00054
1142,4592157.72306
1143,4331576.01886
1144,4132105.34246
1145,4564301.06511
1146,3501313.86497
1147,4897463.85237
1148,4564447.14268
1149,5449615.68451
1150,4549726.79648
1151,3121715.51831
1152,4862181.91873
1153,4760147.87839
1154,4072904.1917
1155,3419241.62349
1156,4067063.69985
1157,4415009.02625
1158,4409454.00874
1159,3655555.11649
1160,4159965.8881
1161,4067782.83374
1162,4215002.33434
1163,3766353.95497
1164,4029596.71032
1165,3996098.64405
1166,4593024.448
1167,4418538.10168
1168,3851988.14179
1169,4309731.9215
1170,3939242.22931
1171,4354804.7485
1172,3086914.37527
1173,4031832.03959
1174,3865376.22982
1175,4625731.57358
1176,4380331.698
1177,4652076.93172
1178,3524818.76496
1179,3754073.59916
1180,4572636.98689
1181,4253926.50678
1182,5561394.30908
1183,4266469.88506
1184,4018831.72654
1185,3852942.89893
1186,4281771.12647
1187,4383796.63182
1188,5088582.3547
1189,6091539.65415
1190,4639983.95344
1191,4976602.79105
1192,4232911.52132
1193,3294065.3517
1194,5030385.66346
1195,4325736.35493
1196,4132631.22489
1197,4281159.94108
1198,3477531.12029
1199,4015189.06881
1200,6261953.56834
1201,4207411.81856
1202,4319274.85115
1203,3609193.71425
1204,3813828.37046
1205,3988265.46708
1206,5012440.71627
1207,4220571.77837
1208,3989955.82606
1209,4562353.97738
1210,4054895.15059
1211,6748509.63773
1212,3737540.12363
1213,4821669.57199
1214,3759276.7023
1215,4701173.24834
1216,3221444.74531
1217,4883965.0795
1218,4586065.74931
1219,4768428.41061
1220,4065227.75831
1221,4178235.88358
1222,5479642.53464
1223,4566710.58479
1224,4558568.13582
1225,4361144.3367
1226,4322923.18518
1227,4732197.92027
1228,4115389.21718
1229,4163684.0056
1230,4089089.90644
1231,3930533.53921
1232,3189173.98235
1233,5067265.49174
1234,3933845.73252
1235,3876337.27302
1236,3832900.92145
1237,3646282.9621
1238,3756395.80327
1239,4221019.69158
1240,3751026.31553
1241,2973941.13701
1242,5543500.9923
1243,4079854.56906
1244,4439065.30207
1245,4333521.08047
1246,3869775.17615
1247,4551849.833
1248,3959374.57961
1249,4973991.10556
1250,4651554.61533
1251,4364281.49612
1252,4324459.90921
1253,4677255.38379
1254,4412053.23316
1255,3447989.61855
1256,3956299.0139
1257,4318803.34815
1258,4376770.32655
1259,3714208.20949
1260,3889274.15757
1261,4528624.81262
1262,4120675.98424
1263,3722563.74477
1264,4854144.14413
1265,3660677.96107
1266,3685818.81051
1267,4844400.4421
1268,3718327.50402
1269,4137998.73745
1270,3465640.76174
1271,4924080.21295
1272,4429778.08984
1273,3166045.50236
1274,3603852.46489
1275,4451080.58707
1276,4247216.61299
1277,4006086.31122
1278,4127652.26546
1279,3848793.94719
1280,4856985.6341
1281,3924763.63398
1282,4778186.85423
1283,3412426.67663
1284,5272860.16973
1285,4202243.85408
1286,3760798.65687
1287,3610770.74829
1288,5875790.15345
1289,3543346.20156
1290,4200529.05774
1291,3430806.09557
1292,5506387.98231
1293,5391051.96535
1294,4855905.14234
1295,4742220.89276
1296,4711162.16978
1297,4498437.49533
1298,4231716.12232
1299,3641294.87217
1300,4594673.92259
1301,3655847.15965
1302,4334742.58159
1303,4194572.70412
1304,4291822.99438
1305,4297308.42434
1306,4094408.96248
1307,4612877.84723
1308,5026899.97951
1309,3737021.90089
1310,4988827.95279
1311,4185786.38365
1312,3839073.47376
1313,5046944.76896
1314,5851883.30834
1315,4486197.51222
1316,4795425.66366
1317,4806445.36824
1318,4403992.19948
1319,4406877.35317
1320,4729153.01328
1321,4959683.69182
1322,5003750.64412
1323,4329696.27843
1324,3903039.85803
1325,3508021.07205
1326,4928805.2729
1327,4787997.56638
1328,4355958.77855
1329,4410690.03757
1330,5125934.04141
1331,4039772.49567
1332,4020940.99097
1333,4462758.90587
1334,4115488.08336
1335,4219530.85539
1336,3394239.21071
1337,4779770.51647
1338,3642602.35571
1339,3738525.95685
1340,3696015.50232
1341,5113388.72333
1342,3859513.25105
1343,3651174.49067
1344,6812671.56555
1345,3253732.55716
1346,4095896.70033
1347,3256687.15002
1348,4386995.90034
1349,3497265.95878
1350,4481685.75399
1351,4769027.81491
1352,4048510.59275
1353,4774379.58928
1354,4047110.06341
1355,4056265.05104
1356,4491520.87336
1357,4309179.28276
1358,4412339.03844
1359,3227595.29522
1360,4265862.2965
1361,5718713.61007
1362,3811007.24218
1363,4307568.43188
1364,4991293.45166
1365,4052438.27344
1366,3727424.65819
1367,4164841.72524
1368,4407167.71439
1369,5680615.05096
1370,4455429.93371
1371,4509947.03215
1372,6177357.93582
1373,5192044.22733
1374,3792659.2444
1375,3750555.00437
1376,3601712.97106
1377,4071857.22835
1378,5795767.72637
1379,4424028.17985
1380,4454870.29321
1381,5382195.1039
1382,3968255.80997
1383,4288086.69296
1384,3907298.63315
1385,4205852.6971
1386,3994542.09482
1387,3879095.07315
1388,4658377.06858
1389,4164580.73545
1390,4268037.57542
1391,3683382.59643
1392,3303449.77608
1393,4264722.56857
1394,4270435.186
1395,3958687.86166
1396,3890640.6768
1397,4983342.81175
1398,4289601.42034
1399,4766239.2364
1400,4470133.33313
1401,4807583.98916
1402,4088854.07621
1403,4156687.82336
1404,3864152.91884
1405,4353225.16941
1406,4482254.36686
1407,5377915.86067
1408,4202674.02307
1409,7153588.78976
1410,4205541.50655
1411,3921203.29693
1412,4488015.7791
1413,6136592.13787
1414,3832111.47641
1415,4398953.15086
1416,5493254.44705
1417,3929550.40596
1418,4008329.24596
1419,5464072.15737
1420,3793989.56918
1421,4537113.28797
1422,4679464.92272
1423,4952543.34356
1424,4786889.43696
1425,4500977.7175
1426,3447880.25986
1427,3736285.51081
1428,4181144.17687
1429,4008331.40262
1430,5309592.03352
1431,3827030.98327
1432,4064087.9244
1433,4124797.52632
1434,3089916.31584
1435,4762771.10142
1436,4409916.2406
1437,4056898.5243
1438,3799113.48354
1439,4753538.70404
1440,4894783.14776
1441,4748778.17178
1442,3138265.30042
1443,3492708.51516
1444,4467381.03658
1445,3724809.67151
1446,5303539.07108
1447,4488843.31648
1448,4228025.56985
1449,6082401.57658
1450,4673068.05839
1451,4495429.70042
1452,4863074.23607
1453,3880992.94635
1454,5015400.09755
1455,4267719.5649
1456,4665510.48494
1457,4609265.37453
1458,4726858.00984
1459,4339961.38563
1460,4052706.69969
1461,3510070.63328
1462,4529743.91284
1463,3987839.86496
1464,4098032.509
1465,3935337.82135
1466,3977089.4141
1467,5838719.62745
1468,4190469.85488
1469,4756394.85878
1470,4893040.39495
1471,4456077.50001
1472,5531489.80632
1473,3490532.55677
1474,4271216.03923
1475,3903303.94904
1476,4285564.03575
1477,4239747.17837
1478,4252110.9302
1479,3971943.3883
1480,3819169.63234
1481,3636570.30889
1482,5032405.6892
1483,4734824.34786
1484,4456109.32417
1485,4780542.33027
1486,4712296.50866
1487,5101833.6065
1488,3362325.91189
1489,4427510.32289
1490,4263851.96743
1491,4059162.06513
1492,4261067.87006
1493,3970909.44763
1494,4662412.01903
1495,5338014.64891
1496,5958402.67187
1497,4036162.04929
1498,3990359.43084
1499,4476606.71211
